,energy,state,E0,t,tdiag,J,U,V
0,-2.0005774057372765,0,3.8973682693102774,0.44879861131827936,-7.528034345745357e-05,1.2561689767204145,0.0041443161982879844,4.427687617286525
1,-2.000175022573271,1,3.897646376616196,0.2941392648830602,-5.041252037088213e-05,-0.008929725989405262,0.002808701997199023,3.798091312409149
2,-1.9997640621915183,2,3.8979010625148485,0.1344951970299937,0.01925499606484341,-3.794686755236791,0.0014026840845728487,5.695256291070725
3,-1.9997630178365895,3,3.8979019185755908,0.13414783077790027,0.009693105457322793,-3.797677102740019,0.0013931118892417773,5.695268929716243
4,-1.9997629673983808,4,3.897902003670289,0.13413373609054927,0.0096934973263063,-3.79767747718486,0.0013928396262234684,5.695269716582425
5,-1.999353805210068,5,3.8981683031705954,-0.023834118134258862,2.854089857965652e-05,-5.065639820475508,6.7144276511386436e-12,5.065639820483606
6,-1.673277319685438,6,3.8149773184670766,1.9629837172687647,-0.1080925755298884,-2.9368650451920653,0.8902150315343731,3.9727797418890924
7,-1.6711931363471153,7,3.8453066018777244,2.2962784169711488,0.17146126084034094,-1.4344696795747716,0.9202617862517763,4.045584186455384
8,-1.6690308670508902,8,3.8234447592898686,0.9510197153305584,1.3857224645853385,-2.8869169145877267,0.8963520163351997,3.8820663189880458
9,-1.669030698394274,9,3.823447636044672,0.9510371298930929,1.3857235387379396,-2.8869202666492466,0.8963552043699944,3.8820741003968195
10,-1.6667949311335966,10,3.8144595994125146,1.3203722334401808,0.7270620215584171,-1.1188124286149272,0.8917915332743667,3.84038738564002
11,-1.6667938112973728,11,3.8144458658206877,1.3201546930556827,0.7281235811216042,-1.1186808857329078,0.891779183514936,3.8403028793002774
12,-1.663501942568584,12,3.821570396605036,-0.13817995650698575,-0.1151168684744865,-2.805066174856874,0.8935471396139874,3.7351382802243256
13,-1.6624907275096528,13,3.8159514092029947,-0.05198568740557731,-0.11748518468264968,-0.840204576340542,0.8890729973979741,3.670655793107068
14,-1.6616974120644838,14,3.7940739152764142,0.11706587868842544,-0.12249300325935235,-0.8094744637977018,0.8732709159599927,3.63753503123029
15,-1.6603675957819723,15,3.83325101805541,0.10746511619057206,-0.5923780550658032,-1.0198478911580622,0.9067239403184401,3.7817503701133575
16,-1.6603645549816404,16,3.833247829102686,0.1077207926950915,-0.5933851275201202,-1.0200005669188181,0.906721496658768,3.781835997961907
17,-1.658937545165055,17,3.8340908751644083,0.42840616705966006,0.08892388517036783,-1.042234790432894,0.915569663692593,3.7722977426267383
18,-1.6573489581450158,18,3.8363305614921277,-0.027231041913569072,0.12135772211207518,-2.7857383775137152,0.9092450181624347,3.716639608368621
19,-1.6567170008049479,19,3.8260392715543423,0.2229689555380701,-1.4747243663022371,-2.780483763812536,0.9021361288127634,3.715104036097554
20,-1.6567120997542457,20,3.826023884124769,0.22304482755564387,-1.4748590722328285,-2.780462376977299,0.9021199875017987,3.715077011356004
21,-1.6564699879871314,21,3.829156957075132,0.14993908714687484,0.13054601183739922,-2.7777657213593794,0.906141462925266,3.7095604314298622
22,-1.6113186756189488,22,3.839971476191682,0.13126071075562482,-0.016033239867336572,-3.6114634200747338,0.9166534786852942,5.468962233339711
23,-1.6107110960569677,23,3.846235041852477,0.15260161844228093,0.07470713347916444,-3.570495426814028,0.9233805677616729,5.468574889729753
24,-1.605744950286906,24,3.832434114143285,-0.9981391191848096,0.10234189343263696,-3.512969572034918,0.9105732593817721,5.297942465032065
25,-1.605742559307181,25,3.832414640942029,-0.9981742885768756,0.1024236285996984,-3.5129002913652645,0.9105597621624719,5.297866104766089
26,-1.6045220742832729,26,3.840225955610876,-1.0090063559796,-0.15514943108727114,-3.298138416495676,0.9190216336047933,5.2870080950304335
27,-1.604520514217586,27,3.8402180542850015,-1.008998425996542,-0.15514103835886345,-3.298160707978277,0.9190187088465107,5.28700605514378
28,-1.601197961184688,28,3.8204234171700944,-1.7000470774781797,-0.032409868945949646,-3.445160600245685,0.9006100217977563,5.185497273214082
29,-1.5997434972803182,29,3.840609271327713,-1.8068813201995597,-0.026856459003344938,-3.1679749950506624,0.9211790015631449,5.197436370120549
