energy,state,E0,t,tdiag,J,J_diag,U,V,Vdiag,hop_hop,hop_hop2,hop_hop3,hop_hop4,hop_hop5,hop_hopdiag,hop_hopdiag2,hopdiag_hopdiag,hopdiag_hopdiag2,ni_hop,ni_hop2,ni_hop3,ni_hopdiag
-2.038076904523702,0,3.908704364227127,2.773322256459502,0.0025042128793318266,0.8046138579250242,-2.9145963952554634,0.2041546354045482,4.333671254283514,3.10752765604904,0.19650120768837237,-0.33171923965872085,0.3869574214889256,0.18955191522686896,0.971822660636825,-5.377768499819814,-0.0045693499945896315,-0.0065817924533801316,-0.4794149954076626,2.785972167657181,8.105188845869531,-0.3881281579263328,0.3857384457209719
-2.025586508253849,1,3.9087200019718633,2.5144679804941727,-0.003164295739622367,-0.6493610776754849,-3.3714754686741957,0.21543675005651525,3.873519541438304,3.5567518864617815,0.18606829471746317,1.4328376633093158,0.37151259548930426,0.18153680308417763,0.29240186622656583,-4.931115558568851,-0.0008708218985281886,-0.02471253462517288,-0.4127070758616953,2.504717115713837,7.390844970963116,-0.37515952668338415,0.36837938328606235
-1.9969192322732585,2,3.898743849580586,1.5404127866288806,0.03662160418798702,-3.4099851492275457,1.3665190626584764,0.14493549469775951,5.4075139927745095,2.0537496875486334,0.14496567415103265,0.1819743817157722,-0.22166444565283083,0.6053637568986887,0.639545643415216,-2.8885631485841237,0.009316277881826053,0.004246465778824182,-0.6723372972789592,1.517049493573909,4.476608708529525,0.305716044853774,-0.206053430397167
-1.9919514412095256,3,3.894639388493847,1.180048399403798,0.02623525903442519,-3.6920730516081743,-0.18360046249602446,0.09433186893021153,5.507149202865575,1.9873539507207312,0.09338203288423579,-0.016981463328815824,0.00813806256355884,-0.07825439560099531,-0.07081864054429604,-2.190761365499318,0.00500792047001011,-9.98730925657546e-05,0.16056411133606013,1.144631587082441,3.3986335768787614,0.05260047562918231,0.024837352487274904
-1.9919514061515655,4,3.8946394202839807,1.1800459036963493,0.026221605617195064,-3.692073995646052,-0.183601599707692,0.09433151424289618,5.507149948122375,1.9873536662248525,0.09338178048098139,-0.016955964428465746,0.008137274356521493,-0.07825439339763832,-0.07081819707750196,-2.190811828747439,0.005006210268710603,-9.985066060043353e-05,0.16056331075445152,1.1446279189848243,3.3986289430884558,0.0525608391546062,0.024823600274104487
-1.9635606245202615,5,3.8834519817075215,0.07948719297969999,-0.01258912488679149,-5.029285297045952,-2.513639364011737,1.0528767048449159e-13,5.029285297046264,2.513639364011783,7.693790580308955e-15,0.033563784291746404,2.92532770917281e-15,4.690984242674847e-15,0.0003785180006567985,-0.20708041896734924,3.877694234214346e-14,-8.792234374378067e-15,-0.0003785180006511569,4.459213319132518e-14,0.20708041896736648,-0.033563784291812934,1.1212668619068815e-14
-1.8520600388602935,6,3.8851590879424327,3.6468563374400595,0.030596257012664732,-1.5855896160121397,-1.3433711879526842,1.0607515501454652,3.847684173150269,2.6592774278829525,-0.5561772972933245,1.1236711188620556,2.452380690664916,-0.5412154317273892,2.5446549648409613,-6.973929028119105,-0.03129900538233721,0.24075048581286076,-2.509927021726268,3.634179556948387,10.625170082919198,1.1428868880893432,-1.0842169217254525
-1.767487898014891,7,3.865380505220841,1.8309768552442387,-0.0351766145456943,-3.1564334036312447,-1.5264006129068064,0.9364393290123347,4.419642168154137,2.1331257130210255,-0.5885739747757142,0.08352547125484669,0.023485645246819873,0.5659990254624454,-0.5151172992429625,-3.6092025597578914,-0.0301286085213573,0.3166804731094283,1.0748101963194787,1.7495636292838357,5.343777736466752,-0.11657094660215923,-0.04622939714622176
-1.767484746525112,8,3.865380186738549,1.8309631550455343,-0.03507221358685482,-3.1564182198057282,-1.5264138605267912,0.9364378274560252,4.419613589477599,2.1331541976328454,-0.5885908389035417,0.08332246038530866,0.023482215966611625,0.5660158724859858,-0.5151324295805515,-3.6091980608516314,-0.03000698157034404,0.3166662635507047,1.074838793437164,1.7496649044436023,5.343617425594266,-0.11626109881164295,-0.046125178045869596
-1.76393292024038,9,3.844925400273172,1.9685176334407284,0.3120684343582271,-1.9369524436427887,-0.8145616626257851,0.9248488446512063,4.399722846443883,2.0868248101915263,0.5521547872099073,-0.4484331153364446,0.03456913745562029,-0.5019441842028101,-1.5299736135429793,-3.350846036900003,0.3006595413027561,-0.3253924243804075,1.0101433797628867,1.6799181264476997,5.724827205846175,0.8182129062696184,0.3225341632752661
