,r (Bohr),CV iteration,loss,Spectrum RMSE Train (eV),Spectrum RMSE Val (eV),RDMD trace (eV),DMD trace (eV),RDMD t_1 (eV),DMD t_1 (eV),RDMD doccp (eV),DMD doccp (eV),Spectrum RMSE Test natoms4_casscf (eV)
0,3.0,0,0.028591030780966267,1.4595357528985122,1.4595357528985122,-12.211563202010637,-10.19323607419068,-2.9360942210504546,-2.5781496021785175,8.783318090517916,8.292001069634429,1.1945670066793255
1,3.0,1,0.028591030780967037,1.4595357005327885,1.4595357005327885,-12.211563158601539,-10.626488073123152,-2.9360942828166547,-3.714944792096138,8.783318076696549,1.1473556417127462,1.1945669420072687
2,3.0,2,0.028591030780966534,1.459535762493671,1.459535762493671,-12.211563178174925,-11.552229378699703,-2.9360942602875304,-3.70842872943407,8.783317920700291,11.280356075202391,1.1945670224247653
3,3.0,3,0.02859103078096631,1.4595357661970685,1.4595357661970685,-12.211563213606276,-14.463776419932687,-2.936094211080369,-2.8160568456883555,8.78331808527621,1.3297176451918644,1.1945670232461942
4,3.0,4,0.0285910307809664,1.459535725540266,1.459535725540266,-12.211563207093702,-14.878308660483643,-2.936094229346187,1.0487460214868243,8.783318197718677,3.6062747068334167,1.194566970138885
5,3.0,5,0.02859103078096641,1.4595357441248455,1.4595357441248455,-12.211563208959193,-12.096162274706831,-2.9360942219734043,-1.111057818027727,8.783318141709113,8.066921462165894,1.1945669945254522
6,3.0,6,0.028591030780968602,1.4595358293883276,1.4595358293883276,-12.211563176078132,-12.213180696522453,-2.9360940970983926,1.053328168730041,8.783317940841691,4.54517636752421,1.1945671064367085
7,3.0,7,0.02859103078096651,1.4595357658912989,1.4595357658912989,-12.211563192120941,-13.965338239093132,-2.936094243483729,3.4759200222290483,8.78331797316594,2.0157803316342084,1.1945670254148202
8,3.0,8,0.028591030780966472,1.4595357353916172,1.4595357353916172,-12.211563208042701,-12.103209661477528,-2.9360942251627216,-1.4873421580561752,8.783318168418743,8.33130862021623,1.194566983059755
9,3.0,9,0.028591030780966534,1.459535761555331,1.459535761555331,-12.211563175772174,-11.197780518774874,-2.936094222438086,3.1322701752809445,8.783317985953383,1.4478854699340973,1.1945670201287613
10,3.0,10,0.028591030780969733,1.4595356336613095,1.4595356336613095,-12.211563284997649,-13.889151212509814,-2.9360942293046635,1.9377395632661472,8.78331876440249,11.695607032439934,1.194566842183034
11,3.0,11,0.028591030780966444,1.4595357695168156,1.4595357695168156,-12.21156321473264,-10.809519658143502,-2.936094213217959,-2.407857993460788,8.783318071135172,3.51367801991895,1.1945670276568592
12,3.0,12,0.02859103078096654,1.4595357762635766,1.4595357762635766,-12.211563196356137,-13.66902122113723,-2.936094217976126,2.068261318234522,8.783317988405528,4.536426122152141,1.1945670381091096
13,3.0,13,0.028591030780966566,1.4595357603994932,1.4595357603994932,-12.211563259611895,-14.787190008325762,-2.936094183654249,3.98358592161967,8.783318275969583,11.092117680802424,1.1945670113570568
14,3.0,14,0.02859103078096654,1.4595357239508346,1.4595357239508346,-12.211563192256786,-13.409884036634715,-2.9360942477000425,1.0787573907457357,8.783318132984158,3.9465258572268533,1.1945669696710206
15,3.0,15,0.028591030780966375,1.4595357423643727,1.4595357423643727,-12.211563225387419,-14.95980267036121,-2.9360942213650425,-3.168940763454753,8.78331819213921,2.7573658059378716,1.194566990988093
16,3.0,16,0.02859103078096648,1.4595357603616093,1.4595357603616093,-12.21156322900929,-13.539179523554447,-2.936094201123674,-3.050425840737727,8.783318166014537,10.307169272947357,1.1945670140529252
17,3.0,17,0.028591030780966385,1.4595357694103879,1.4595357694103879,-12.211563200444182,-13.542696787886584,-2.9360942070900427,0.3968038506578617,8.783318045703222,6.197214267197209,1.1945670283378584
18,3.0,18,0.028591030780966184,1.459535758867181,1.459535758867181,-12.21156321177815,-14.41408950518136,-2.9360942114097184,-3.773356717052442,8.783318109164655,2.56546614562885,1.1945670136229907
19,3.0,19,0.028591030780967672,1.459535696596375,1.459535696596375,-12.211563296339234,-11.058056920504438,-2.9360942232878227,0.15991712339383746,8.783318553777105,11.00351579254061,1.194566925017004
