,r (Bohr),CV iteration,loss,Spectrum RMSE Train (eV),Spectrum RMSE Val (eV),RDMD trace (eV),DMD trace (eV),RDMD t_1 (eV),DMD t_1 (eV),RDMD doccp (eV),DMD doccp (eV),Spectrum RMSE Test natoms4_casscf (eV)
0,3.0,0,0.059021977964484273,1.2046774759809342,1.2046774759809342,-12.198228094488147,-11.712564525532631,-3.001855282957107,3.1427130878342044,8.826714140317032,7.3376459079292236,1.1412537287123077
1,3.0,1,0.059021977964199016,1.2046784786163292,1.2046784786163292,-12.19822865921083,-14.078034575618839,-3.001853904491151,-1.8637287564873777,8.826713767350663,6.148708553320661,1.1412546615538182
2,3.0,2,0.05902197796444056,1.204677628950396,1.204677628950396,-12.198229070287464,-10.335225235736573,-3.0018546179709324,1.4503771314747897,8.82671754172924,11.747106227492589,1.1412536783657854
3,3.0,3,0.05902197796464833,1.2046776498868088,1.2046776498868088,-12.198227111652118,-14.59795870866653,-3.0018553315227923,-2.545431470369101,8.826710579538087,3.219637211520878,1.141254067659356
4,3.0,4,0.059021977964316755,1.204677856012949,1.204677856012949,-12.198228433606126,-11.25247823743794,-3.0018545854779215,-1.2593967329839417,8.826714781064785,0.3297584428232532,1.1412540313215627
5,3.0,5,0.059021977964198974,1.2046784554568613,1.2046784554568613,-12.198228658402204,-13.508393756445093,-3.0018539358282146,-1.322923656034816,8.826713808209727,1.2269395873536046,1.1412546385929658
6,3.0,6,0.05902197801253692,1.2046808191027578,1.2046808191027578,-12.198209795966129,-11.071311185562298,-3.0018572411945295,0.47409946551364435,8.826644464262385,8.933894805478225,1.1412604012574432
7,3.0,7,0.05902197796419877,1.2046784355367628,1.2046784355367628,-12.198228631403218,-13.7818920628298,-3.001853991124382,1.8915252092230288,8.826713701408279,9.746498872917822,1.1412546277437263
8,3.0,8,0.05902197796419887,1.204678431507253,1.204678431507253,-12.198228643839768,-10.475467182362406,-3.0018539731086444,-3.597168196362893,8.826713802808808,6.623016316353406,1.141254617361067
9,3.0,9,0.05902197796419903,1.2046784368101247,1.2046784368101247,-12.198228620270733,-14.07191088957815,-3.001853980858838,-3.1794045415404115,8.826713693692577,5.80169399669423,1.141254628361718
10,3.0,10,0.059021977964198884,1.2046784544553615,1.2046784544553615,-12.198228651028257,-14.271875440483672,-3.001853961758221,2.858012668225869,8.826713725966306,10.763047075141518,1.141254643666936
11,3.0,11,0.05902197796422224,1.2046784958973442,1.2046784958973442,-12.198228518554709,-13.688633071564228,-3.001854167793719,-0.4847767901894491,8.826712616278447,6.2335214027390435,1.1412547553975882
12,3.0,12,0.059021977964380815,1.2046777546283027,1.2046777546283027,-12.198229145156294,-12.214074655430426,-3.0018545477113454,0.5903479429958747,8.826717232121602,11.73244952251901,1.1412538169049387
13,3.0,13,0.059021977964198946,1.2046784461248212,1.2046784461248212,-12.198228685991769,-10.530489347339824,-3.00185394108412,2.573154075049491,8.826713914817503,11.510963434078299,1.1412546247780664
14,3.0,14,0.059021977964396385,1.2046777194512333,1.2046777194512333,-12.198229150439293,-14.679363213775932,-3.001854592004858,0.8227209589987092,8.82671731943346,11.68992308487481,1.1412537806243503
15,3.0,15,0.059021977964199106,1.2046784555441648,1.2046784555441648,-12.198228669603226,-10.152799615675924,-3.0018539639935233,3.03358057833088,8.826713760982566,3.2923740770311056,1.1412546435663158
16,3.0,16,0.059021977964198856,1.204678445959203,1.204678445959203,-12.198228649342735,-10.12288905424639,-3.0018539631167194,1.4196178876104488,8.826713764457477,7.9120306624474495,1.141254633212054
17,3.0,17,0.05902197796419956,1.2046784834788795,1.2046784834788795,-12.198228684294474,-12.305089841860244,-3.001853927226916,-3.7367598042292505,8.82671374359123,2.8890665565703832,1.1412546700201411
18,3.0,18,0.05902197796419891,1.2046784390957184,1.2046784390957184,-12.198228665052424,-13.22986033106488,-3.001853970482642,-0.1765816578448156,8.82671382196706,5.826205780846816,1.141254624292933
19,3.0,19,0.05902197796419879,1.2046784520354432,1.2046784520354432,-12.198228655874065,-13.593209038733962,-3.001853948322764,-3.5426781544014982,8.826713787207733,10.406946145954919,1.1412546371489456
