natom,r,method,state,eigenstate,energy,energy_err,trace,trace_err,n_0,n_0_err,n_1,n_1_err,n_2,n_2_err,n_3,n_3_err,n_4,n_4_err,n_5,n_5_err,n_6,n_6_err,n_7,n_7_err,t_1,t_1_err,t_2,t_2_err,t_3,t_3_err,doccp,doccp_err,v,v_err,sisj,sisj_err
4,2.0,casscf,0,True,-58.813246277696585,0.0,4.000000000000018,0.0,1.0103248391070476,0.0,0.9897022143725548,0.0,0.9897025273886044,0.0,1.0102704191318106,0.0,,0.0,,0.0,,0.0,,0.0,4.404649521272528,0.0,0.0115071715115331,0.0,-0.8312122090395858,0.0,0.859241410355165,0.0,0.7538897386512398,0.0,-0.7825371461488468,0.0
4,2.0,casscf,1,True,-53.92454020567838,0.0,4.000000000000018,0.0,0.9660975728216874,0.0,1.0339435856834602,0.0,1.0338831943231972,0.0,0.9660756471716728,0.0,,0.0,,0.0,,0.0,,0.0,3.175461141237622,0.0,-0.0973809628215509,0.0,0.424226563014852,0.0,0.6005615376001712,0.0,0.4519849441931641,0.0,-0.3253819746505343,0.0
4,2.0,casscf,2,True,-50.236812568569846,0.0,4.00000000000002,0.0,1.0070229396261,0.0,0.9929939751428788,0.0,0.992995788260662,0.0,1.0069872969703786,0.0,,0.0,,0.0,,0.0,,0.0,3.140423709058134,0.0,0.0033511928416849,0.0,0.739102058221537,0.0,1.3022251255041384,0.0,-0.248718856273913,0.0,-0.3513577569185165,0.0
4,2.0,casscf,3,True,-49.523358038148125,0.0,4.000000000000012,0.0,1.079084543467378,0.0,0.9209046480053048,0.0,0.9209254006210345,0.0,1.0790854079062957,0.0,,0.0,,0.0,,0.0,,0.0,2.2017033604398284,0.0,-0.870508420403708,0.0,-0.3300824179821691,0.0,0.5385672781548031,0.0,0.4141869408143146,0.0,-0.0041631981781067,0.0
4,2.0,casscf,4,True,-48.60448007886328,0.0,4.00000000000002,0.0,0.9969766846260366,0.0,1.0030424903949355,0.0,1.002992038707193,0.0,0.9969887862718544,0.0,,0.0,,0.0,,0.0,,0.0,1.9813458136724,0.0,-0.7924582976152943,0.0,0.2162263510826036,0.0,0.5877278942742151,0.0,0.4739949186175433,0.0,-0.0154280951329434,0.0
4,2.0,casscf,5,True,-46.69298791584365,0.0,4.000000000000021,0.0,0.8551789701448207,0.0,1.1448526795511182,0.0,1.1448603842063416,0.0,0.8551079660977406,0.0,,0.0,,0.0,,0.0,,0.0,2.147015756903047,0.0,0.6917173068866723,0.0,-0.6144732994102649,0.0,0.982294571513205,0.0,-0.4023033056981426,0.0,0.0811062892850961,0.0
4,2.0,casscf,6,True,-45.76377152946661,0.0,4.000000000000028,0.0,0.7470909215940965,0.0,1.2529407961048449,0.0,1.2529477171249246,0.0,0.7470205651761621,0.0,,0.0,,0.0,,0.0,,0.0,2.150212856384468,0.0,0.6541556393004052,0.0,-0.3797862894338102,0.0,1.3528449066536223,0.0,-0.5526315844310629,0.0,-0.4151856408406636,0.0
4,2.0,casscf,7,True,-44.49048926528903,0.0,4.000000000000023,0.0,1.0169488167648837,0.0,0.983063994799488,0.0,0.983033725491796,0.0,1.016953462943856,0.0,,0.0,,0.0,,0.0,,0.0,1.01985601344692,0.0,-0.6059896665688784,0.0,-0.0621621928502765,0.0,0.3584414455634855,0.0,0.3092673186670427,0.0,0.3326861554683266,0.0
4,2.0,casscf,8,True,-42.51905908973696,0.0,4.000000000000016,0.0,1.0686488307785331,0.0,0.9313521323830204,0.0,0.9312521277060284,0.0,1.0687469091324346,0.0,,0.0,,0.0,,0.0,,0.0,1.910834405198007,0.0,-0.5013788770730045,0.0,0.9815578966960492,0.0,1.1620291645703231,0.0,-0.2266506728212137,0.0,-0.5476131258143482,0.0
4,2.0,casscf,9,True,-41.74403959129014,0.0,4.000000000000021,0.0,0.8609908356644655,0.0,1.139010596883463,0.0,1.1390777798355902,0.0,0.8609207876165028,0.0,,0.0,,0.0,,0.0,,0.0,1.0901641045120114,0.0,-0.1297490904279183,0.0,-1.1101382336635854,0.0,1.1394048453888654,0.0,-0.578788570810572,0.0,-0.0758715100861206,0.0
4,2.0,casscf,10,True,-41.67832633494739,0.0,4.000000000000016,0.0,1.0698117733345456,0.0,0.9302006439256124,0.0,0.9301927174290908,0.0,1.0697948653107672,0.0,,0.0,,0.0,,0.0,,0.0,0.9915568052455646,0.0,-0.7947172987321589,0.0,0.3747320841317467,0.0,0.9767590426733672,0.0,-0.500800251540344,0.0,0.1534845857200477,0.0
4,2.0,casscf,11,True,-40.47190665245188,0.0,4.000000000000018,0.0,0.9999999999999998,0.0,1.000000000000012,0.0,1.0000000000000142,0.0,0.9999999999999922,0.0,,0.0,,0.0,,0.0,,0.0,1.429412144204889e-14,0.0,-2.997602166487923e-15,0.0,2.9282132274488504e-15,0.0,5.454500388318566e-18,0.0,6.95504594488496e-17,0.0,0.7500000000000115,0.0
4,2.0,casscf,12,True,-38.75057300848968,0.0,4.000000000000023,0.0,0.8155455230552129,0.0,1.184440742876354,0.0,1.1844282866189224,0.0,0.8155854474495339,0.0,,0.0,,0.0,,0.0,,0.0,0.9739033929124536,0.0,0.952567672787105,0.0,0.2440982203801567,0.0,0.7859760629216808,0.0,-0.1622887394487025,0.0,-0.077154579309575,0.0
4,2.0,casscf,13,True,-37.67851684642236,0.0,4.000000000000022,0.0,0.9096395816272784,0.0,1.0903283560308243,0.0,1.090328009474348,0.0,0.909704052867571,0.0,,0.0,,0.0,,0.0,,0.0,0.9715883686949583,0.0,0.5108562279704852,0.0,0.8903765725680809,0.0,1.0063178997829527,0.0,0.4459648479337648,0.0,-0.4186482764277274,0.0
4,2.0,casscf,14,True,-36.96462256035103,0.0,4.00000000000002,0.0,0.9147626226351908,0.0,1.085211044273489,0.0,1.0852613217088702,0.0,0.9147650113824703,0.0,,0.0,,0.0,,0.0,,0.0,-0.0450149174138202,0.0,-0.1218446861903146,0.0,0.1746401531539491,0.0,0.99508231233935,0.0,-0.797747717568186,0.0,0.121972445733521,0.0
4,2.0,casscf,15,True,-34.70147149945381,0.0,4.000000000000016,0.0,1.110661551593192,0.0,0.8892713600593594,0.0,0.8893402851256997,0.0,1.1107268032217652,0.0,,0.0,,0.0,,0.0,,0.0,0.8042690742035111,0.0,-0.7960661815029093,0.0,0.36807373904648,0.0,1.153987977151932,0.0,-0.2264789386249537,0.0,-0.562453222854298,0.0
4,2.0,casscf,16,True,-33.933844257102464,0.0,4.00000000000002,0.0,0.9967561785111544,0.0,1.0032496411383691,0.0,1.003231110708045,0.0,0.9967630696424512,0.0,,0.0,,0.0,,0.0,,0.0,0.0416715495333999,0.0,-0.2568227993432976,0.0,0.4319761271326184,0.0,1.0124020421514377,0.0,0.0945807602762794,0.0,0.0238609793345692,0.0
4,2.0,casscf,17,True,-33.75188498651938,0.0,4.000000000000023,0.0,0.9581440952140808,0.0,1.0418196655808218,0.0,1.041830578975184,0.0,0.9582056602299364,0.0,,0.0,,0.0,,0.0,,0.0,-0.0712373436765209,0.0,-0.1786391498923459,0.0,-0.153548455840619,0.0,0.7994002357642676,0.0,-0.1432085408122746,0.0,0.0653613533653718,0.0
4,2.0,casscf,18,True,-32.16517412555738,0.0,4.000000000000024,0.0,0.966889149679365,0.0,1.033107903485684,0.0,1.0331021908002178,0.0,0.9669007560347576,0.0,,0.0,,0.0,,0.0,,0.0,-0.0708076358717301,0.0,-1.2409445784656037,0.0,0.0752106762657694,0.0,1.3081851796624293,0.0,-0.2895232424292093,0.0,-0.3582677493237318,0.0
4,2.0,casscf,19,True,-31.289464525762853,0.0,4.000000000000027,0.0,0.8083137682049151,0.0,1.1916794994445947,0.0,1.1916825785362204,0.0,0.8083241538142967,0.0,,0.0,,0.0,,0.0,,0.0,-0.052222631463209,0.0,1.4569992345681262,0.0,-0.1951981204702403,0.0,1.2299294994343086,0.0,-0.0634155779556018,0.0,-0.0168397504343954,0.0
4,2.0,casscf,20,True,-30.805845903543176,0.0,4.000000000000022,0.0,0.9568757840664682,0.0,1.0429867277467757,0.0,1.043297789006929,0.0,0.9568396991798492,0.0,,0.0,,0.0,,0.0,,0.0,-0.0719741631084917,0.0,-0.1512134786035436,0.0,-0.0590775612980715,0.0,0.9490493990617868,0.0,-0.3211788378926539,0.0,0.0932967560332259,0.0
4,2.0,casscf,21,True,-29.656642581788155,0.0,4.000000000000031,0.0,0.8753676712506581,0.0,1.1247423862712165,0.0,1.1245398645490858,0.0,0.8753500779290715,0.0,,0.0,,0.0,,0.0,,0.0,-1.015877084803268,0.0,0.8862539131634198,0.0,-0.5999035693251987,0.0,0.6818898302766803,0.0,0.5015668869326753,0.0,0.2383885902615188,0.0
4,2.0,casscf,22,True,-26.996456338094383,0.0,4.00000000000002,0.0,1.007042104792477,0.0,0.9930303956634624,0.0,0.9929219879054736,0.0,1.007005511638606,0.0,,0.0,,0.0,,0.0,,0.0,-0.982623588779194,0.0,-0.2489517480644477,0.0,-0.4646639149931437,0.0,0.9827765153052652,0.0,-0.1182637066707499,0.0,0.1042676857952197,0.0
4,2.0,casscf,23,True,-26.78298354808381,0.0,4.000000000000015,0.0,1.0694395053212675,0.0,0.9303817589140148,0.0,0.9308734373271303,0.0,1.069305298437602,0.0,,0.0,,0.0,,0.0,,0.0,-0.1884719893547631,0.0,-0.4086841481363937,0.0,-0.4388778826132026,0.0,1.4429648739550702,0.0,-0.7307708183836851,0.0,-0.3427739778442558,0.0
4,2.0,casscf,24,True,-25.949886858280973,0.0,4.000000000000018,0.0,1.0972390190169263,0.0,0.9029213324148988,0.0,0.9024405565657168,0.0,1.0973990920024763,0.0,,0.0,,0.0,,0.0,,0.0,-1.080640295264311,0.0,-0.5505562476726698,0.0,0.5212915623889463,0.0,1.2891900141754684,0.0,-0.0175815037238129,0.0,-0.1268393089024654,0.0
4,2.0,casscf,25,True,-24.38130065001996,0.0,4.000000000000028,0.0,0.8559710876469693,0.0,1.1439705258497384,0.0,1.144103959121798,0.0,0.8559544273815218,0.0,,0.0,,0.0,,0.0,,0.0,-1.1133339055363356,0.0,0.5732089332296859,0.0,-0.5071159068316863,0.0,1.002812899774115,0.0,0.0869481536226314,0.0,-0.2485289316515839,0.0
4,2.0,casscf,26,True,-24.065757814163653,0.0,4.000000000000016,0.0,1.1189604864509726,0.0,0.8809567163873389,0.0,0.8810089999668818,0.0,1.1190737971948228,0.0,,0.0,,0.0,,0.0,,0.0,-1.0446875394476025,0.0,-0.3191785194588027,0.0,0.6833109352506775,0.0,0.8309781191179294,0.0,0.1083444605575725,0.0,-0.0311543751479584,0.0
4,2.0,casscf,27,True,-19.813396009560083,0.0,4.000000000000017,0.0,1.019708045811097,0.0,0.9801366299915728,0.0,0.9805608284431244,0.0,1.019594495754223,0.0,,0.0,,0.0,,0.0,,0.0,-2.039395538038569,0.0,-0.0809162583994164,0.0,-0.8207471947287698,0.0,0.9560029340690892,0.0,0.8419556531654644,0.0,-0.0861315979080182,0.0
4,2.0,casscf,28,True,-19.64719950908588,0.0,4.000000000000016,0.0,1.089782801048945,0.0,0.910202993062295,0.0,0.910210350546999,0.0,1.089803855341777,0.0,,0.0,,0.0,,0.0,,0.0,-2.0546871580800348,0.0,0.5113984937285903,0.0,0.6043153702370351,0.0,0.740103816961142,0.0,0.4378491700519843,0.0,0.0639501404591185,0.0
4,2.0,casscf,29,True,-18.91362815537267,0.0,4.000000000000021,0.0,1.0503634833338849,0.0,0.949804298557456,0.0,0.9494389507454144,0.0,1.0503932673632663,0.0,,0.0,,0.0,,0.0,,0.0,-1.0183530137214758,0.0,-0.1627161574703581,0.0,-0.6689381546749149,0.0,1.701333119224413,0.0,-0.7632625842251852,0.0,-0.1539517707493429,0.0
4,2.0,casscf,30,True,-17.36310334017144,0.0,4.00000000000002,0.0,1.146148963532902,0.0,0.8537820090125057,0.0,0.8538544087852454,0.0,1.1462146186693665,0.0,,0.0,,0.0,,0.0,,0.0,-2.10580558712628,0.0,0.1190899611106959,0.0,0.3782262082617027,0.0,0.9955023637461212,0.0,-0.1875976443994849,0.0,0.0784762127280366,0.0
