,r (Bohr),CV iteration,loss,Spectrum RMSE Train (eV),Spectrum RMSE Val (eV),RDMD trace (eV),DMD trace (eV),RDMD t_1 (eV),DMD t_1 (eV),RDMD doccp (eV),DMD doccp (eV),Spectrum RMSE Test natoms4_casscf (eV)
0,3.0,0,0.011523468557340539,10.34008015772881,10.34008015772881,-12.14037592863681,-13.188858065552878,-2.9412853439196818,1.5382965120907626,4.195427558191836,2.9539859046215873,10.601680575286467
1,3.0,1,0.0006439530068038886,6.715874121395033,6.715874121395033,-12.298576592596877,-10.291474841825734,-2.5407047139407064,3.9429647244257895,7.271539370186226,2.319001191824466,7.131240211257189
2,3.0,2,0.01152346855734117,10.340080361802082,10.340080361802082,-12.140375793666763,-10.434758264362596,-2.941285549791498,3.807255490367612,4.19542696493149,4.7667934520823065,10.601680761059873
3,3.0,3,0.0006439530068038371,6.715874095872363,6.715874095872363,-12.29857661601479,-12.348578611584518,-2.5407047180728077,-0.3769428108031878,7.271539575274078,9.893545372992577,7.131240184171828
4,3.0,4,0.011523468557340485,10.34008019566199,10.34008019566199,-12.140375859354581,-14.02605699073726,-2.9412853951514846,3.5880921418555456,4.195427291896038,10.175605914272722,10.60168060478859
5,3.0,5,0.0006439530068050657,6.715874481596866,6.715874481596866,-12.298576746428031,-11.917458766244614,-2.5407044061307498,2.193899383437798,7.2715383607343185,4.054569215848044,7.131240504085518
6,3.0,6,0.0811560999805585,18.102480064097048,18.102480064097048,-15.091787738958917,-13.711315218081072,0.349354112393886,0.40032762137789124,6.348525318692952,6.8492484991286675,18.112125457636626
7,3.0,7,0.0006439530068038427,6.715874135785745,6.715874135785745,-12.298576619521747,-11.816908364291315,-2.540704695852043,-2.336858786687066,7.271539417045671,7.27855753612627,7.1312402200477125
8,3.0,8,0.011638001138816589,11.030341684652255,11.030341684652255,-12.285172854241155,-14.882980759489616,-2.6716743619132903,0.7670129709559053,3.826135356143045,4.805775198869685,11.233919406318268
9,3.0,9,0.0006439530068038236,6.715874094900667,6.715874094900667,-12.298576625340809,-11.18923494086447,-2.540704721256311,-2.347236289661115,7.271539625389055,6.619837984913968,7.131240182975917
10,3.0,10,0.0006439530068039083,6.715874178402313,6.715874178402313,-12.298576664917592,-11.7203766390227,-2.540704653607111,-3.9503855692733048,7.271539413981166,5.37963547608987,7.131240251217562
11,3.0,11,0.0006439530068084873,6.71587442640693,6.71587442640693,-12.298577026297863,-14.000422317123647,-2.5407041227189624,-1.3405736772610064,7.2715394722150615,10.005562586345555,7.131240370266467
12,3.0,12,0.011523468557430512,10.340079097010864,10.340079097010864,-12.140377146518391,-11.277647111417053,-2.941282708618213,1.7742702128755585,4.195429325459427,6.350141010926485,10.60167950457801
13,3.0,13,0.0006439530068038294,6.715874112257523,6.715874112257523,-12.298576625678432,-12.181886038398797,-2.5407047120283046,-3.197895656320747,7.271539551732787,11.40459408717557,7.131240198762871
14,3.0,14,0.011638001138816344,11.030341588470632,11.030341588470632,-12.285172819138872,-10.810785557914492,-2.671674543730595,1.8532441088684823,3.82613576405287,8.955346131737777,11.233919331270561
15,3.0,15,0.0006439530068038685,6.715874023043615,6.715874023043615,-12.298576594570607,-10.555073358236417,-2.540704786019025,3.2006946993862044,7.271539830709692,9.109370039386377,7.1312401252007716
16,3.0,16,0.011523468557340873,10.34008013659388,10.34008013659388,-12.140376039158369,-14.316088579608042,-2.941285208042812,2.4001119798469626,4.1954277689840875,1.424971751350454,10.60168055703831
17,3.0,17,0.011638001138816339,11.030341683380692,11.030341683380692,-12.285172826758364,-10.159972737736613,-2.6716745016282,1.897301128706383,3.826135517191707,4.631044429366403,11.233919414121022
18,3.0,18,0.0006439530068038519,6.715874097095797,6.715874097095797,-12.298576631902813,-12.27143070350972,-2.5407047231315114,-2.592684810102324,7.271539649678823,0.01482197832845289,7.131240184978036
19,3.0,19,0.0006439530068038426,6.71587408581622,6.71587408581622,-12.298576616692209,-10.936895138152465,-2.5407047392054483,2.05032675174051,7.271539642229657,0.3647420851687837,7.1312401779315495
