,r (Bohr),CV iteration,loss,Spectrum RMSE Train (eV),Spectrum RMSE Val (eV),RDMD trace (eV),DMD trace (eV),RDMD t_1 (eV),DMD t_1 (eV),RDMD doccp (eV),DMD doccp (eV),Spectrum RMSE Test natoms4_casscf (eV)
0,3.0,0,0.02176233390132777,1.2512773851010734,1.2512773851010734,-12.23830743727402,-13.702221769004144,-2.915547613869007,-3.5846024260738227,8.906808987503572,7.023577037291686,1.1871232260480453
1,3.0,1,0.02176233390132788,1.2512774136437081,1.2512774136437081,-12.238307462093799,-11.600769268775519,-2.915547584710658,-3.368000708404848,8.906809018181496,6.930377791202209,1.1871232518446289
2,3.0,2,0.021762333901327896,1.2512774052033546,1.2512774052033546,-12.238307456996209,-10.510757175205018,-2.9155476037307415,-0.7591557163886176,8.906808988717039,11.224077445741976,1.1871232461361167
3,3.0,3,0.021762333901327834,1.2512773872864882,1.2512773872864882,-12.238307420518746,-10.194656854274509,-2.9155476335076624,-0.9519728866507,8.90680888209902,5.476156255382181,1.1871232347409741
4,3.0,4,0.021762333901327754,1.2512773863258233,1.2512773863258233,-12.238307441947322,-13.697104431773786,-2.9155476116507137,-0.9766687694337186,8.90680900130882,5.9351167283003035,1.1871232265387996
5,3.0,5,0.021762333901327716,1.2512773861695623,1.2512773861695623,-12.238307428629893,-10.77401172376301,-2.915547617618559,-2.103443974908295,8.906808949693863,7.929975597581114,1.1871232291248217
6,3.0,6,0.05936440139612539,1.331004704862589,1.331004704862589,-11.583537507264303,-13.338844566069147,-3.422101409648263,-3.176514273367424,6.2369160524658,5.883320160373011,1.2916792941597348
7,3.0,7,0.021762333901327945,1.2512773954444973,1.2512773954444973,-12.23830740123328,-12.491159407934784,-2.915547625570236,-2.7193509541806016,8.906808816646707,3.78614886048925,1.1871232452215112
8,3.0,8,0.47078227340227563,1.6699798967967143,1.6699798967967143,-12.717694058536383,-12.905416060332382,2.2511002416084125,0.8782746468308593,10.699797075473462,3.315067159980766,1.6624942857520506
9,3.0,9,0.4707822734022754,1.6699799928505492,1.6699799928505492,-12.717694082928027,-10.515865633270604,2.2511001544416835,0.7102952081238039,10.699797111113487,5.049788114088744,1.6624943827899115
10,3.0,10,0.0217623339013278,1.2512773746270036,1.2512773746270036,-12.238307445677068,-14.001844873844478,-2.9155476245410457,1.2532127900268621,8.906809024912269,10.35169279645895,1.1871232145681998
11,3.0,11,0.02176233390132774,1.25127736990949,1.25127736990949,-12.238307419151992,-13.038794039488726,-2.9155476473907207,-0.13537811492765428,8.906808911464989,7.205649821796734,1.1871232166501244
12,3.0,12,0.4707822734022755,1.6699798951078417,1.6699798951078417,-12.717694070558961,-12.374140103491978,2.2511002247144045,2.819012311099443,10.699797208089482,8.726469181367147,1.6624942842353907
13,3.0,13,0.021762333901328302,1.2512774375530353,1.2512774375530353,-12.238307487180005,-10.785499851129043,-2.9155475352978004,-0.05558521453591503,8.906809119759036,2.4206869345099586,1.1871232677298118
14,3.0,14,0.021762333901327983,1.2512773669963186,1.2512773669963186,-12.238307402119506,-10.462996979855177,-2.915547624762093,-1.1722576326342207,8.906808933635215,11.066219469728956,1.187123210319012
15,3.0,15,0.47078227340227546,1.6699799822636159,1.6699799822636159,-12.717694099242408,-12.992482073026698,2.2511001545116383,0.9652653140507814,10.699797225595331,2.965188121950248,1.6624943722212941
16,3.0,16,0.021762333901327723,1.251277386735934,1.251277386735934,-12.238307435375699,-11.10656977473032,-2.915547612448378,-0.8483127059237576,8.906808979408922,4.577280320759731,1.1871232279584807
17,3.0,17,0.47078227340227546,1.6699799487167277,1.6699799487167277,-12.717694067597938,-10.520664327874467,2.2511001807061244,0.9668742564099038,10.69979714151295,5.096222807571738,1.6624943383150526
18,3.0,18,0.05936440139612569,1.3310046503138655,1.3310046503138655,-11.583537527914787,-12.962026622963831,-3.422101463913357,-1.9503381328270608,6.236916191987233,3.211877407422591,1.2916792343785546
19,3.0,19,0.021762333901534075,1.2512760442669808,1.2512760442669808,-12.238306739714668,-13.244452761027262,-2.915549107261431,-1.3162683349645112,8.906808529743568,7.901059366217661,1.1871219863969562
