,r (Bohr),CV iteration,loss,Spectrum RMSE Train (eV),Spectrum RMSE Val (eV),RDMD trace (eV),DMD trace (eV),RDMD t_1 (eV),DMD t_1 (eV),RDMD doccp (eV),DMD doccp (eV),Spectrum RMSE Test natoms4_casscf (eV)
0,3.0,0,0.03643615453294255,1.2958907365162329,1.2958907365162329,-11.423170774793158,-11.31734454312112,3.5106271474111543,1.1326777914342072,5.597060361124035,1.0705857756548123,1.2958907365162329
1,3.0,1,0.015310410900578589,1.1899719173142382,1.1899719173142382,-12.283744236464605,-14.509906139304642,2.871562517983066,0.8714741367705248,9.098544626036857,2.8024408195426984,1.1899719173142382
2,3.0,2,0.015310410900587275,1.1899719850657822,1.1899719850657822,-12.283744129318746,-11.341667670127993,2.8715626538316825,2.575927345318031,9.098543812551739,6.012136872287954,1.1899719850657822
3,3.0,3,0.015310410900578608,1.1899719117062835,1.1899719117062835,-12.28374422436998,-13.057180296041967,2.871562524366629,2.1887709323238926,9.098544601473874,4.481442257922588,1.1899719117062835
4,3.0,4,0.015310410900578626,1.189971918236904,1.189971918236904,-12.283744239594956,-13.632581674573128,2.8715625093905497,0.38704013740944276,9.098544649654091,7.565146371257042,1.189971918236904
5,3.0,5,0.015310410900578657,1.189971940209632,1.189971940209632,-12.283744252619096,-13.847084442523325,2.8715624802306055,2.307167529206014,9.098544668420766,9.900582518029083,1.189971940209632
6,3.0,6,0.03815469981840141,1.3133288675066412,1.3133288675066412,-11.161070472541718,-10.560290751934309,3.624164497480244,1.6192129300468023,4.535240079511727,0.7948757323157976,1.3133288675066412
7,3.0,7,0.01531041090057868,1.1899719570402492,1.1899719570402492,-12.283744242354063,-11.942496601914296,-2.8715624740254255,-3.275861206471558,9.098544596035035,6.287143168256609,1.1899719570402492
8,3.0,8,0.015310410900578738,1.1899719328890583,1.1899719328890583,-12.283744239542088,-11.175238887019994,-2.8715624824969352,-2.6661436921066004,9.098544656626416,10.124258436462611,1.1899719328890583
9,3.0,9,0.015310410900578645,1.189971940069741,1.189971940069741,-12.28374421939885,-14.34269933026626,-2.87156248870452,-2.6923954326748163,9.098544566383996,10.474418559210736,1.189971940069741
10,3.0,10,0.015310410900578622,1.189971931005949,1.189971931005949,-12.283744238592698,-10.47556331446126,2.871562500421929,2.1270078870855436,9.098544621282816,4.316397374746932,1.189971931005949
11,3.0,11,0.015310410900578596,1.1899719277619512,1.1899719277619512,-12.283744243892146,-12.54572012457899,-2.8715624981027017,-1.3316511858848257,9.098544651392801,3.314562599767589,1.1899719277619512
12,3.0,12,0.01531041090057874,1.18997193737793,1.18997193737793,-12.283744251373486,-14.44408060688468,-2.8715624904081136,-2.781818896854264,9.098544652879687,9.243327145525628,1.18997193737793
13,3.0,13,0.015310410900579136,1.1899719596177183,1.1899719596177183,-12.283744249022455,-10.629485958841506,2.8715625051124776,0.5577268159733908,9.098544534793676,5.026703514186606,1.1899719596177183
14,3.0,14,0.015310410900578936,1.1899719826086044,1.1899719826086044,-12.283744234595796,-11.388019537743448,-2.871562460726992,-2.4034573392417347,9.098544514403224,8.837889119671502,1.1899719826086044
15,3.0,15,0.015310410900578792,1.1899719375924873,1.1899719375924873,-12.28374423728249,-13.312081484520393,2.8715624788089325,3.760141578543151,9.098544642259956,9.802129272467019,1.1899719375924873
16,3.0,16,0.015310410900578796,1.1899719091460312,1.1899719091460312,-12.283744227981918,-10.502010015272578,-2.87156251251457,-3.7039216909052,9.098544645988605,7.408975061944612,1.1899719091460312
17,3.0,17,0.03643615454534482,1.2958804172052976,1.2958804172052976,-11.42317005931449,-10.085793110913059,3.510636419104585,3.2875086757295016,5.597073259086638,4.92891841804086,1.2958804172052976
18,3.0,18,0.015310410900578478,1.1899719277233551,1.1899719277233551,-12.283744244301262,-10.983432764583949,-2.8715625041018487,-2.565735864061007,9.098544639279394,8.949949581571033,1.1899719277233551
19,3.0,19,0.015310410900582057,1.1899719012237011,1.1899719012237011,-12.283744405094286,-13.00440726581774,2.8715624271683815,-0.1121439342918169,9.098545309957117,10.70879776496244,1.1899719012237011
