,name,Parameters,cviteration,test_sloss,test_loss,Energy test rms error (eV),Test loss,train_sloss,train_loss,energy_loss,state,ai_energy,model_energy,U,r,w0,state_cutoff
0,E0_U_ni_hop2,"U,ni,hop2",0.0,0.09160722270377092,0.16739601713976068,0.9177861438880028,0.03372800164225298,7.188231131948132e-05,1.9026651292585814,0.01456157227622249,0.0,-2.103492858727168,-2.0980067616256126,0.17888786180593183,2.4,0.6,10
1,E0_U_ni_hop2,"U,ni,hop2",1.0,0.09160722270377092,0.16739601713976068,0.9177861438880028,0.03372800164225298,7.188231131948132e-05,1.9026651292585814,0.01456157227622249,1.0,-2.100451841340057,-2.1084780615986163,0.17888786180593183,2.4,0.6,10
2,E0_U_ni_hop2,"U,ni,hop2",2.0,0.09160722270377092,0.16739601713976068,0.9177861438880028,0.03372800164225298,7.188231131948132e-05,1.9026651292585814,0.01456157227622249,2.0,-2.024962511459562,-2.058690513101815,0.17888786180593183,2.4,0.6,10
3,E0_U_ni_hop2,"U,ni,hop2",3.0,0.09160722270377092,0.16739601713976068,0.9177861438880028,0.03372800164225298,7.188231131948132e-05,1.9026651292585814,0.01456157227622249,3.0,-2.0119594766045896,-2.0060824081118906,0.17888786180593183,2.4,0.6,10
4,E0_U_ni_hop2,"U,ni,hop2",4.0,0.09160722270377092,0.16739601713976068,0.9177861438880028,0.03372800164225298,7.188231131948132e-05,1.9026651292585814,0.01456157227622249,4.0,-1.9097428108403007,-1.9114141758500336,0.17888786180593183,2.4,0.6,10
5,E0_U_ni_hop2,"U,ni,hop2",5.0,0.09160722270377092,0.16739601713976068,0.9177861438880028,0.03372800164225298,7.188231131948132e-05,1.9026651292585814,0.01456157227622249,5.0,-1.9097386580065447,-1.911414175850033,0.17888786180593183,2.4,0.6,10
6,E0_U_ni_hop2,"U,ni,hop2",0.0,0.018846387465966088,0.15592277765540294,0.13117757272457742,0.0048206844456579745,0.0004240368256230415,1.9188251306596995,0.013491438647121263,0.0,-2.103492858727168,-2.0851536598165,0.17455128869644534,2.4,0.6,10
7,E0_U_ni_hop2,"U,ni,hop2",1.0,0.018846387465966088,0.15592277765540294,0.13117757272457742,0.0048206844456579745,0.0004240368256230415,1.9188251306596995,0.013491438647121263,1.0,-2.100451841340057,-2.095631156894399,0.17455128869644534,2.4,0.6,10
8,E0_U_ni_hop2,"U,ni,hop2",2.0,0.018846387465966088,0.15592277765540294,0.13117757272457742,0.0048206844456579745,0.0004240368256230415,1.9188251306596995,0.013491438647121263,2.0,-2.024962511459562,-2.046118697232458,0.17455128869644534,2.4,0.6,10
9,E0_U_ni_hop2,"U,ni,hop2",3.0,0.018846387465966088,0.15592277765540294,0.13117757272457742,0.0048206844456579745,0.0004240368256230415,1.9188251306596995,0.013491438647121263,3.0,-2.0119594766045896,-1.9952517133163172,0.17455128869644534,2.4,0.6,10
10,E0_U_ni_hop2,"U,ni,hop2",4.0,0.018846387465966088,0.15592277765540294,0.13117757272457742,0.0048206844456579745,0.0004240368256230415,1.9188251306596995,0.013491438647121263,4.0,-1.9097428108403007,-1.9114458335741087,0.17455128869644534,2.4,0.6,10
11,E0_U_ni_hop2,"U,ni,hop2",5.0,0.018846387465966088,0.15592277765540294,0.13117757272457742,0.0048206844456579745,0.0004240368256230415,1.9188251306596995,0.013491438647121263,5.0,-1.9097386580065447,-1.9114458335741076,0.17455128869644534,2.4,0.6,10
12,E0_U_ni_hop2,"U,ni,hop2",0.0,0.09160722270377092,0.16739601713976068,0.9177861438880028,0.03372800164225298,7.188231131948132e-05,1.9026651292585814,0.01456157227622249,0.0,-2.103492858727168,-2.0980067616256126,0.17888786180593183,2.4,0.6,10
13,E0_U_ni_hop2,"U,ni,hop2",1.0,0.09160722270377092,0.16739601713976068,0.9177861438880028,0.03372800164225298,7.188231131948132e-05,1.9026651292585814,0.01456157227622249,1.0,-2.100451841340057,-2.1084780615986163,0.17888786180593183,2.4,0.6,10
14,E0_U_ni_hop2,"U,ni,hop2",2.0,0.09160722270377092,0.16739601713976068,0.9177861438880028,0.03372800164225298,7.188231131948132e-05,1.9026651292585814,0.01456157227622249,2.0,-2.024962511459562,-2.058690513101815,0.17888786180593183,2.4,0.6,10
15,E0_U_ni_hop2,"U,ni,hop2",3.0,0.09160722270377092,0.16739601713976068,0.9177861438880028,0.03372800164225298,7.188231131948132e-05,1.9026651292585814,0.01456157227622249,3.0,-2.0119594766045896,-2.0060824081118906,0.17888786180593183,2.4,0.6,10
16,E0_U_ni_hop2,"U,ni,hop2",4.0,0.09160722270377092,0.16739601713976068,0.9177861438880028,0.03372800164225298,7.188231131948132e-05,1.9026651292585814,0.01456157227622249,4.0,-1.9097428108403007,-1.9114141758500336,0.17888786180593183,2.4,0.6,10
17,E0_U_ni_hop2,"U,ni,hop2",5.0,0.09160722270377092,0.16739601713976068,0.9177861438880028,0.03372800164225298,7.188231131948132e-05,1.9026651292585814,0.01456157227622249,5.0,-1.9097386580065447,-1.911414175850033,0.17888786180593183,2.4,0.6,10
18,E0_U_ni_hop2,"U,ni,hop2",0.0,0.09840589388578884,0.15230587622729455,0.9512336251255828,0.03495717328493142,0.00021879757556446036,1.9351127567443032,0.016491820161431116,0.0,-2.103492858727168,-2.089681716692283,0.21667491364402758,2.4,0.6,10
19,E0_U_ni_hop2,"U,ni,hop2",1.0,0.09840589388578884,0.15230587622729455,0.9512336251255828,0.03495717328493142,0.00021879757556446036,1.9351127567443032,0.016491820161431116,1.0,-2.100451841340057,-2.103796431325405,0.21667491364402758,2.4,0.6,10
20,E0_U_ni_hop2,"U,ni,hop2",2.0,0.09840589388578884,0.15230587622729455,0.9512336251255828,0.03495717328493142,0.00021879757556446036,1.9351127567443032,0.016491820161431116,2.0,-2.024962511459562,-2.0391453775717747,0.21667491364402758,2.4,0.6,10
21,E0_U_ni_hop2,"U,ni,hop2",3.0,0.09840589388578884,0.15230587622729455,0.9512336251255828,0.03495717328493142,0.00021879757556446036,1.9351127567443032,0.016491820161431116,3.0,-2.0119594766045896,-1.9770023033196582,0.21667491364402758,2.4,0.6,10
22,E0_U_ni_hop2,"U,ni,hop2",4.0,0.09840589388578884,0.15230587622729455,0.9512336251255828,0.03495717328493142,0.00021879757556446036,1.9351127567443032,0.016491820161431116,4.0,-1.9097428108403007,-1.9078982899749566,0.21667491364402758,2.4,0.6,10
23,E0_U_ni_hop2,"U,ni,hop2",5.0,0.09840589388578884,0.15230587622729455,0.9512336251255828,0.03495717328493142,0.00021879757556446036,1.9351127567443032,0.016491820161431116,5.0,-1.9097386580065447,-1.907898289974957,0.21667491364402758,2.4,0.6,10
24,E0_U_ni_hop2,"U,ni,hop2",0.0,0.09160722270377092,0.16739601713976068,0.9177861438880028,0.03372800164225298,7.188231131948132e-05,1.9026651292585814,0.01456157227622249,0.0,-2.103492858727168,-2.0980067616256126,0.17888786180593183,2.4,0.6,10
25,E0_U_ni_hop2,"U,ni,hop2",1.0,0.09160722270377092,0.16739601713976068,0.9177861438880028,0.03372800164225298,7.188231131948132e-05,1.9026651292585814,0.01456157227622249,1.0,-2.100451841340057,-2.1084780615986163,0.17888786180593183,2.4,0.6,10
26,E0_U_ni_hop2,"U,ni,hop2",2.0,0.09160722270377092,0.16739601713976068,0.9177861438880028,0.03372800164225298,7.188231131948132e-05,1.9026651292585814,0.01456157227622249,2.0,-2.024962511459562,-2.058690513101815,0.17888786180593183,2.4,0.6,10
