,Unnamed: 0,name,Parameters,cviteration,test_sloss,test_loss,Energy test rms error (eV),Test loss,train_sloss,train_loss,energy_loss,state,ai_energy,model_energy,t,U,E0,r,w0,state_cutoff,AI Excitation Energy,Model Excitation Energy,Function Excitation Energy
1114,14,E0_t_U,"t,U",4,0.025142672926005,0.0053471860730096,0.686572836100736,0.0252310735978573,9.388179126507944e-05,0.021167676333896,0.0118378064707579,4,-1.9555744253502592,-1.9557952417998083,-0.1044363584986738,0.2614291931401633,-0.4600268723071568,2.8,0.6,10,0.13223682280642124,0.14993413379890175,0.15053450068198404
1115,15,E0_t_U,"t,U",5,0.025142672926005,0.0053471860730096,0.686572836100736,0.0252310735978573,9.388179126507944e-05,0.021167676333896,0.0118378064707579,5,-1.9555742212592275,-1.95579524179981,-0.1044363584986738,0.2614291931401633,-0.4600268723071568,2.8,0.6,10,0.13223702689745287,0.1499341337989002,0.16045274627241812
1116,16,E0_t_U,"t,U",6,0.025142672926005,0.0053471860730096,0.686572836100736,0.0252310735978573,9.388179126507944e-05,0.021167676333896,0.0118378064707579,6,-1.8515488337656407,-1.840107489228628,-0.1044363584986738,0.2614291931401633,-0.4600268723071568,2.8,0.6,10,0.23626241439103968,0.2656218863700821,0.2606464672661928
1117,17,E0_t_U,"t,U",7,0.025142672926005,0.0053471860730096,0.686572836100736,0.0252310735978573,9.388179126507944e-05,0.021167676333896,0.0118378064707579,7,-1.7884287302186272,-1.7875510130858128,-0.1044363584986738,0.2614291931401633,-0.4600268723071568,2.8,0.6,10,0.29938251793805315,0.31817836251289733,0.31710923584219763
1118,18,E0_t_U,"t,U",8,0.025142672926005,0.0053471860730096,0.686572836100736,0.0252310735978573,9.388179126507944e-05,0.021167676333896,0.0118378064707579,8,-1.788428137018064,-1.7875510130858114,-0.1044363584986738,0.2614291931401633,-0.4600268723071568,2.8,0.6,10,0.2993831111386165,0.31817836251289866,0.3171092358421981
1119,19,E0_t_U,"t,U",9,0.025142672926005,0.0053471860730096,0.686572836100736,0.0252310735978573,9.388179126507944e-05,0.021167676333896,0.0118378064707579,9,-1.779942885717938,-1.787551013085811,-0.1044363584986738,0.2614291931401633,-0.4600268723071568,2.8,0.6,10,0.3078683624387424,0.3181783625128991,0.3171092358421985
1120,20,E0_t_U,"t,U",0,0.0463399431760946,0.009704972450372,0.3845434265627121,0.0141317031304053,8.148388768691168e-05,0.0202024739820939,0.012622895043251,0,-2.0878112481566804,-2.1160098359847908,-0.1056217673789893,0.2642607647518289,-0.459980591164187,2.8,0.6,10,0.0,-0.010280460386080659,0.0
1121,21,E0_t_U,"t,U",1,0.0463399431760946,0.009704972450372,0.3845434265627121,0.0141317031304053,8.148388768691168e-05,0.0202024739820939,0.012622895043251,1,-2.081756114990122,-2.095887818120527,-0.1056217673789893,0.2642607647518289,-0.459980591164187,2.8,0.6,10,0.006055133166558591,0.009841557478182938,0.019709523366517434
1122,22,E0_t_U,"t,U",2,0.0463399431760946,0.009704972450372,0.3845434265627121,0.0141317031304053,8.148388768691168e-05,0.0202024739820939,0.012622895043251,2,-2.013168845067362,-2.0171451266748823,-0.1056217673789893,0.2642607647518289,-0.459980591164187,2.8,0.6,10,0.07464240308931824,0.08858424892382777,0.09516350710590471
1123,23,E0_t_U,"t,U",3,0.0463399431760946,0.009704972450372,0.3845434265627121,0.0141317031304053,8.148388768691168e-05,0.0202024739820939,0.012622895043251,3,-1.971832812379056,-1.9520692899569352,-0.1056217673789893,0.2642607647518289,-0.459980591164187,2.8,0.6,10,0.11597843577762434,0.1536600856417749,0.15053450068198093
1124,24,E0_t_U,"t,U",4,0.0463399431760946,0.009704972450372,0.3845434265627121,0.0141317031304053,8.148388768691168e-05,0.0202024739820939,0.012622895043251,4,-1.9555744253502592,-1.956955119449738,-0.1056217673789893,0.2642607647518289,-0.459980591164187,2.8,0.6,10,0.13223682280642124,0.148774256148972,0.15053450068198404
1125,25,E0_t_U,"t,U",5,0.0463399431760946,0.009704972450372,0.3845434265627121,0.0141317031304053,8.148388768691168e-05,0.0202024739820939,0.012622895043251,5,-1.9555742212592275,-1.9569551194497383,-0.1056217673789893,0.2642607647518289,-0.459980591164187,2.8,0.6,10,0.13223702689745287,0.14877425614897177,0.16045274627241812
1126,26,E0_t_U,"t,U",6,0.0463399431760946,0.009704972450372,0.3845434265627121,0.0141317031304053,8.148388768691168e-05,0.0202024739820939,0.012622895043251,6,-1.8515488337656407,-1.8399223646567475,-0.1056217673789893,0.2642607647518289,-0.459980591164187,2.8,0.6,10,0.23626241439103968,0.2658070109419626,0.2606464672661928
1127,27,E0_t_U,"t,U",7,0.0463399431760946,0.009704972450372,0.3845434265627121,0.0141317031304053,8.148388768691168e-05,0.0202024739820939,0.012622895043251,7,-1.7884287302186272,-1.786905134662898,-0.1056217673789893,0.2642607647518289,-0.459980591164187,2.8,0.6,10,0.29938251793805315,0.3188242409358122,0.31710923584219763
1128,28,E0_t_U,"t,U",8,0.0463399431760946,0.009704972450372,0.3845434265627121,0.0141317031304053,8.148388768691168e-05,0.0202024739820939,0.012622895043251,8,-1.788428137018064,-1.7869051346628984,-0.1056217673789893,0.2642607647518289,-0.459980591164187,2.8,0.6,10,0.2993831111386165,0.31882424093581174,0.3171092358421981
1129,29,E0_t_U,"t,U",9,0.0463399431760946,0.009704972450372,0.3845434265627121,0.0141317031304053,8.148388768691168e-05,0.0202024739820939,0.012622895043251,9,-1.779942885717938,-1.7869051346628966,-0.1056217673789893,0.2642607647518289,-0.459980591164187,2.8,0.6,10,0.3078683624387424,0.3188242409358135,0.3171092358421985
1130,30,E0_t_U,"t,U",0,0.0006851440839746,0.0005669159490898,0.1133370357865952,0.0041650571373246,0.0001370005370891,0.0257756872646567,0.0106456942956207,0,-2.0878112481566804,-2.1033208970740134,-0.1003300168671228,0.2534523574280377,-0.4605105330133475,2.8,0.6,10,0.0,0.002408478524696722,0.0
1131,31,E0_t_U,"t,U",1,0.0006851440839746,0.0005669159490898,0.1133370357865952,0.0041650571373246,0.0001370005370891,0.0257756872646567,0.0106456942956207,1,-2.081756114990122,-2.083985831786185,-0.1003300168671228,0.2534523574280377,-0.4605105330133475,2.8,0.6,10,0.006055133166558591,0.02174354381252508,0.019709523366517434
1132,32,E0_t_U,"t,U",2,0.0006851440839746,0.0005669159490898,0.1133370357865952,0.0041650571373246,0.0001370005370891,0.0257756872646567,0.0106456942956207,2,-2.013168845067362,-2.009003787930037,-0.1003300168671228,0.2534523574280377,-0.4605105330133475,2.8,0.6,10,0.07464240308931824,0.09672558766867301,0.09516350710590471
1133,33,E0_t_U,"t,U",3,0.0006851440839746,0.0005669159490898,0.1133370357865952,0.0041650571373246,0.0001370005370891,0.0257756872646567,0.0106456942956207,3,-1.971832812379056,-1.9458538802059016,-0.1003300168671228,0.2534523574280377,-0.4605105330133475,2.8,0.6,10,0.11597843577762434,0.15987549539280854,0.15053450068198093
1134,34,E0_t_U,"t,U",4,0.0006851440839746,0.0005669159490898,0.1133370357865952,0.0041650571373246,0.0001370005370891,0.0257756872646567,0.0106456942956207,4,-1.9555744253502592,-1.9526426764652904,-0.1003300168671228,0.2534523574280377,-0.4605105330133475,2.8,0.6,10,0.13223682280642124,0.15308669913341966,0.15053450068198404
1135,35,E0_t_U,"t,U",5,0.0006851440839746,0.0005669159490898,0.1133370357865952,0.0041650571373246,0.0001370005370891,0.0257756872646567,0.0106456942956207,5,-1.9555742212592275,-1.952642676465288,-0.1003300168671228,0.2534523574280377,-0.4605105330133475,2.8,0.6,10,0.13223702689745287,0.1530866991334221,0.16045274627241812
1136,36,E0_t_U,"t,U",6,0.0006851440839746,0.0005669159490898,0.1133370357865952,0.0041650571373246,0.0001370005370891,0.0257756872646567,0.0106456942956207,6,-1.8515488337656407,-1.8420421320533888,-0.1003300168671228,0.2534523574280377,-0.4605105330133475,2.8,0.6,10,0.23626241439103968,0.26368724354532125,0.2606464672661928
1137,37,E0_t_U,"t,U",7,0.0006851440839746,0.0005669159490898,0.1133370357865952,0.0041650571373246,0.0001370005370891,0.0257756872646567,0.0106456942956207,7,-1.7884287302186272,-1.789249808359597,-0.1003300168671228,0.2534523574280377,-0.4605105330133475,2.8,0.6,10,0.29938251793805315,0.3164795672391132,0.31710923584219763
1138,38,E0_t_U,"t,U",8,0.0006851440839746,0.0005669159490898,0.1133370357865952,0.0041650571373246,0.0001370005370891,0.0257756872646567,0.0106456942956207,8,-1.788428137018064,-1.789249808359599,-0.1003300168671228,0.2534523574280377,-0.4605105330133475,2.8,0.6,10,0.2993831111386165,0.3164795672391112,0.3171092358421981
1139,39,E0_t_U,"t,U",9,0.0006851440839746,0.0005669159490898,0.1133370357865952,0.0041650571373246,0.0001370005370891,0.0257756872646567,0.0106456942956207,9,-1.779942885717938,-1.7892498083595965,-0.1003300168671228,0.2534523574280377,-0.4605105330133475,2.8,0.6,10,0.3078683624387424,0.31647956723911363,0.3171092358421985
1140,40,E0_t_U,"t,U",0,0.0001010859993866,0.0005901070469496,0.0435337820289413,0.0015998361726681,0.0001366151274677,0.0256863954139234,0.0105611572653134,0,-2.0878112481566804,-2.1041414837949457,-0.1006547052105263,0.2526459142056751,-0.4603411192438385,2.8,0.6,10,0.0,0.0015878918037643963,0.0
1141,41,E0_t_U,"t,U",1,0.0001010859993866,0.0005901070469496,0.0435337820289413,0.0015998361726681,0.0001366151274677,0.0256863954139234,0.0105611572653134,1,-2.081756114990122,-2.0848916861973743,-0.1006547052105263,0.2526459142056751,-0.4603411192438385,2.8,0.6,10,0.006055133166558591,0.02083768940133579,0.019709523366517434
1142,42,E0_t_U,"t,U",2,0.0001010859993866,0.0005901070469496,0.0435337820289413,0.0015998361726681,0.0001366151274677,0.0256863954139234,0.0105611572653134,2,-2.013168845067362,-2.0097893885554567,-0.1006547052105263,0.2526459142056751,-0.4603411192438385,2.8,0.6,10,0.07464240308931824,0.09593998704325335,0.09516350710590471
1143,43,E0_t_U,"t,U",3,0.0001010859993866,0.0005901070469496,0.0435337820289413,0.0015998361726681,0.0001366151274677,0.0256863954139234,0.0105611572653134,3,-1.971832812379056,-1.947329447848156,-0.1006547052105263,0.2526459142056751,-0.4603411192438385,2.8,0.6,10,0.11597843577762434,0.15839992775055411,0.15053450068198093
1144,44,E0_t_U,"t,U",4,0.0001010859993866,0.0005901070469496,0.0435337820289413,0.0015998361726681,0.0001366151274677,0.0256863954139234,0.0105611572653134,4,-1.9555744253502592,-1.952702977023815,-0.1006547052105263,0.2526459142056751,-0.4603411192438385,2.8,0.6,10,0.13223682280642124,0.1530263985748952,0.15053450068198404
1145,45,E0_t_U,"t,U",5,0.0001010859993866,0.0005901070469496,0.0435337820289413,0.0015998361726681,0.0001366151274677,0.0256863954139234,0.0105611572653134,5,-1.9555742212592275,-1.952702977023812,-0.1006547052105263,0.2526459142056751,-0.4603411192438385,2.8,0.6,10,0.13223702689745287,0.15302639857489808,0.16045274627241812
1146,46,E0_t_U,"t,U",6,0.0001010859993866,0.0005901070469496,0.0435337820289413,0.0015998361726681,0.0001366151274677,0.0256863954139234,0.0105611572653134,6,-1.8515488337656407,-1.8413644769753537,-0.1006547052105263,0.2526459142056751,-0.4603411192438385,2.8,0.6,10,0.23626241439103968,0.26436489862335644,0.2606464672661928
1147,47,E0_t_U,"t,U",7,0.0001010859993866,0.0005901070469496,0.0435337820289413,0.0015998361726681,0.0001366151274677,0.0256863954139234,0.0105611572653134,7,-1.7884287302186272,-1.7900279731907325,-0.1006547052105263,0.2526459142056751,-0.4603411192438385,2.8,0.6,10,0.29938251793805315,0.3157014024079776,0.31710923584219763
1148,48,E0_t_U,"t,U",8,0.0001010859993866,0.0005901070469496,0.0435337820289413,0.0015998361726681,0.0001366151274677,0.0256863954139234,0.0105611572653134,8,-1.788428137018064,-1.790027973190732,-0.1006547052105263,0.2526459142056751,-0.4603411192438385,2.8,0.6,10,0.2993831111386165,0.31570140240797806,0.3171092358421981
1149,49,E0_t_U,"t,U",9,0.0001010859993866,0.0005901070469496,0.0435337820289413,0.0015998361726681,0.0001366151274677,0.0256863954139234,0.0105611572653134,9,-1.779942885717938,-1.7900279731907314,-0.1006547052105263,0.2526459142056751,-0.4603411192438385,2.8,0.6,10,0.3078683624387424,0.3157014024079787,0.3171092358421985
1150,50,E0_t_U,"t,U",0,0.0463399431760946,0.009704972450372,0.3845434265627121,0.0141317031304053,8.148388768691168e-05,0.0202024739820939,0.012622895043251,0,-2.0878112481566804,-2.1160098359847908,-0.1056217673789893,0.2642607647518289,-0.459980591164187,2.8,0.6,10,0.0,-0.010280460386080659,0.0
1151,51,E0_t_U,"t,U",1,0.0463399431760946,0.009704972450372,0.3845434265627121,0.0141317031304053,8.148388768691168e-05,0.0202024739820939,0.012622895043251,1,-2.081756114990122,-2.095887818120527,-0.1056217673789893,0.2642607647518289,-0.459980591164187,2.8,0.6,10,0.006055133166558591,0.009841557478182938,0.019709523366517434
1152,52,E0_t_U,"t,U",2,0.0463399431760946,0.009704972450372,0.3845434265627121,0.0141317031304053,8.148388768691168e-05,0.0202024739820939,0.012622895043251,2,-2.013168845067362,-2.0171451266748823,-0.1056217673789893,0.2642607647518289,-0.459980591164187,2.8,0.6,10,0.07464240308931824,0.08858424892382777,0.09516350710590471
1153,53,E0_t_U,"t,U",3,0.0463399431760946,0.009704972450372,0.3845434265627121,0.0141317031304053,8.148388768691168e-05,0.0202024739820939,0.012622895043251,3,-1.971832812379056,-1.9520692899569352,-0.1056217673789893,0.2642607647518289,-0.459980591164187,2.8,0.6,10,0.11597843577762434,0.1536600856417749,0.15053450068198093
1154,54,E0_t_U,"t,U",4,0.0463399431760946,0.009704972450372,0.3845434265627121,0.0141317031304053,8.148388768691168e-05,0.0202024739820939,0.012622895043251,4,-1.9555744253502592,-1.956955119449738,-0.1056217673789893,0.2642607647518289,-0.459980591164187,2.8,0.6,10,0.13223682280642124,0.148774256148972,0.15053450068198404
1155,55,E0_t_U,"t,U",5,0.0463399431760946,0.009704972450372,0.3845434265627121,0.0141317031304053,8.148388768691168e-05,0.0202024739820939,0.012622895043251,5,-1.9555742212592275,-1.9569551194497383,-0.1056217673789893,0.2642607647518289,-0.459980591164187,2.8,0.6,10,0.13223702689745287,0.14877425614897177,0.16045274627241812
1156,56,E0_t_U,"t,U",6,0.0463399431760946,0.009704972450372,0.3845434265627121,0.0141317031304053,8.148388768691168e-05,0.0202024739820939,0.012622895043251,6,-1.8515488337656407,-1.8399223646567475,-0.1056217673789893,0.2642607647518289,-0.459980591164187,2.8,0.6,10,0.23626241439103968,0.2658070109419626,0.2606464672661928
1157,57,E0_t_U,"t,U",7,0.0463399431760946,0.009704972450372,0.3845434265627121,0.0141317031304053,8.148388768691168e-05,0.0202024739820939,0.012622895043251,7,-1.7884287302186272,-1.786905134662898,-0.1056217673789893,0.2642607647518289,-0.459980591164187,2.8,0.6,10,0.29938251793805315,0.3188242409358122,0.31710923584219763
1158,58,E0_t_U,"t,U",8,0.0463399431760946,0.009704972450372,0.3845434265627121,0.0141317031304053,8.148388768691168e-05,0.0202024739820939,0.012622895043251,8,-1.788428137018064,-1.7869051346628984,-0.1056217673789893,0.2642607647518289,-0.459980591164187,2.8,0.6,10,0.2993831111386165,0.31882424093581174,0.3171092358421981
1159,59,E0_t_U,"t,U",9,0.0463399431760946,0.009704972450372,0.3845434265627121,0.0141317031304053,8.148388768691168e-05,0.0202024739820939,0.012622895043251,9,-1.779942885717938,-1.7869051346628966,-0.1056217673789893,0.2642607647518289,-0.459980591164187,2.8,0.6,10,0.3078683624387424,0.3188242409358135,0.3171092358421985
1160,60,E0_t_U,"t,U",0,0.0518877234937396,0.0106146671317145,0.9863094686351084,0.0362461861071135,3.4596933373502123e-05,0.0155840994501116,0.0126317101323716,0,-2.0878112481566804,-2.099056573834017,-0.0982385443158158,0.2610594336127235,-0.4620773356604302,2.8,0.6,10,0.0,0.006672801764693315,0.0
1161,61,E0_t_U,"t,U",1,0.0518877234937396,0.0106146671317145,0.9863094686351084,0.0362461861071135,3.4596933373502123e-05,0.0155840994501116,0.0126317101323716,1,-2.081756114990122,-2.078974313909465,-0.0982385443158158,0.2610594336127235,-0.4620773356604302,2.8,0.6,10,0.006055133166558591,0.026755061689244908,0.019709523366517434
1162,62,E0_t_U,"t,U",2,0.0518877234937396,0.0106146671317145,0.9863094686351084,0.0362461861071135,3.4596933373502123e-05,0.0155840994501116,0.0126317101323716,2,-2.013168845067362,-2.0047251037798635,-0.0982385443158158,0.2610594336127235,-0.4620773356604302,2.8,0.6,10,0.07464240308931824,0.10100427181884664,0.09516350710590471
1163,63,E0_t_U,"t,U",3,0.0518877234937396,0.0106146671317145,0.9863094686351084,0.0362461861071135,3.4596933373502123e-05,0.0155840994501116,0.0126317101323716,3,-1.971832812379056,-1.935586626271942,-0.0982385443158158,0.2610594336127235,-0.4620773356604302,2.8,0.6,10,0.11597843577762434,0.1701427493267682,0.15053450068198093
1164,64,E0_t_U,"t,U",4,0.0518877234937396,0.0106146671317145,0.9863094686351084,0.0362461861071135,3.4596933373502123e-05,0.0155840994501116,0.0126317101323716,4,-1.9555744253502592,-1.9536636086038208,-0.0982385443158158,0.2610594336127235,-0.4620773356604302,2.8,0.6,10,0.13223682280642124,0.15206576699488927,0.15053450068198404
1165,65,E0_t_U,"t,U",5,0.0518877234937396,0.0106146671317145,0.9863094686351084,0.0362461861071135,3.4596933373502123e-05,0.0155840994501116,0.0126317101323716,5,-1.9555742212592275,-1.9536636086038195,-0.0982385443158158,0.2610594336127235,-0.4620773356604302,2.8,0.6,10,0.13223702689745287,0.1520657669948906,0.16045274627241812
1166,66,E0_t_U,"t,U",6,0.0518877234937396,0.0106146671317145,0.9863094686351084,0.0362461861071135,3.4596933373502123e-05,0.0155840994501116,0.0126317101323716,6,-1.8515488337656407,-1.8483093426417212,-0.0982385443158158,0.2610594336127235,-0.4620773356604302,2.8,0.6,10,0.23626241439103968,0.2574200329569889,0.2606464672661928
1167,67,E0_t_U,"t,U",7,0.0518877234937396,0.0106146671317145,0.9863094686351084,0.0362461861071135,3.4596933373502123e-05,0.0155840994501116,0.0126317101323716,7,-1.7884287302186272,-1.7837269976606298,-0.0982385443158158,0.2610594336127235,-0.4620773356604302,2.8,0.6,10,0.29938251793805315,0.3220023779380803,0.31710923584219763
1168,68,E0_t_U,"t,U",8,0.0518877234937396,0.0106146671317145,0.9863094686351084,0.0362461861071135,3.4596933373502123e-05,0.0155840994501116,0.0126317101323716,8,-1.788428137018064,-1.7837269976606305,-0.0982385443158158,0.2610594336127235,-0.4620773356604302,2.8,0.6,10,0.2993831111386165,0.3220023779380796,0.3171092358421981
1169,69,E0_t_U,"t,U",9,0.0518877234937396,0.0106146671317145,0.9863094686351084,0.0362461861071135,3.4596933373502123e-05,0.0155840994501116,0.0126317101323716,9,-1.779942885717938,-1.7837269976606287,-0.0982385443158158,0.2610594336127235,-0.4620773356604302,2.8,0.6,10,0.3078683624387424,0.3220023779380814,0.3171092358421985
1170,70,E0_t_U,"t,U",0,0.0463399431760946,0.009704972450372,0.3845434265627121,0.0141317031304053,8.148388768691168e-05,0.0202024739820939,0.012622895043251,0,-2.0878112481566804,-2.1160098359847908,-0.1056217673789893,0.2642607647518289,-0.459980591164187,2.8,0.6,10,0.0,-0.010280460386080659,0.0
1171,71,E0_t_U,"t,U",1,0.0463399431760946,0.009704972450372,0.3845434265627121,0.0141317031304053,8.148388768691168e-05,0.0202024739820939,0.012622895043251,1,-2.081756114990122,-2.095887818120527,-0.1056217673789893,0.2642607647518289,-0.459980591164187,2.8,0.6,10,0.006055133166558591,0.009841557478182938,0.019709523366517434
1172,72,E0_t_U,"t,U",2,0.0463399431760946,0.009704972450372,0.3845434265627121,0.0141317031304053,8.148388768691168e-05,0.0202024739820939,0.012622895043251,2,-2.013168845067362,-2.0171451266748823,-0.1056217673789893,0.2642607647518289,-0.459980591164187,2.8,0.6,10,0.07464240308931824,0.08858424892382777,0.09516350710590471
1173,73,E0_t_U,"t,U",3,0.0463399431760946,0.009704972450372,0.3845434265627121,0.0141317031304053,8.148388768691168e-05,0.0202024739820939,0.012622895043251,3,-1.971832812379056,-1.9520692899569352,-0.1056217673789893,0.2642607647518289,-0.459980591164187,2.8,0.6,10,0.11597843577762434,0.1536600856417749,0.15053450068198093
1174,74,E0_t_U,"t,U",4,0.0463399431760946,0.009704972450372,0.3845434265627121,0.0141317031304053,8.148388768691168e-05,0.0202024739820939,0.012622895043251,4,-1.9555744253502592,-1.956955119449738,-0.1056217673789893,0.2642607647518289,-0.459980591164187,2.8,0.6,10,0.13223682280642124,0.148774256148972,0.15053450068198404
1175,75,E0_t_U,"t,U",5,0.0463399431760946,0.009704972450372,0.3845434265627121,0.0141317031304053,8.148388768691168e-05,0.0202024739820939,0.012622895043251,5,-1.9555742212592275,-1.9569551194497383,-0.1056217673789893,0.2642607647518289,-0.459980591164187,2.8,0.6,10,0.13223702689745287,0.14877425614897177,0.16045274627241812
1176,76,E0_t_U,"t,U",6,0.0463399431760946,0.009704972450372,0.3845434265627121,0.0141317031304053,8.148388768691168e-05,0.0202024739820939,0.012622895043251,6,-1.8515488337656407,-1.8399223646567475,-0.1056217673789893,0.2642607647518289,-0.459980591164187,2.8,0.6,10,0.23626241439103968,0.2658070109419626,0.2606464672661928
1177,77,E0_t_U,"t,U",7,0.0463399431760946,0.009704972450372,0.3845434265627121,0.0141317031304053,8.148388768691168e-05,0.0202024739820939,0.012622895043251,7,-1.7884287302186272,-1.786905134662898,-0.1056217673789893,0.2642607647518289,-0.459980591164187,2.8,0.6,10,0.29938251793805315,0.3188242409358122,0.31710923584219763
1178,78,E0_t_U,"t,U",8,0.0463399431760946,0.009704972450372,0.3845434265627121,0.0141317031304053,8.148388768691168e-05,0.0202024739820939,0.012622895043251,8,-1.788428137018064,-1.7869051346628984,-0.1056217673789893,0.2642607647518289,-0.459980591164187,2.8,0.6,10,0.2993831111386165,0.31882424093581174,0.3171092358421981
1179,79,E0_t_U,"t,U",9,0.0463399431760946,0.009704972450372,0.3845434265627121,0.0141317031304053,8.148388768691168e-05,0.0202024739820939,0.012622895043251,9,-1.779942885717938,-1.7869051346628966,-0.1056217673789893,0.2642607647518289,-0.459980591164187,2.8,0.6,10,0.3078683624387424,0.3188242409358135,0.3171092358421985
1180,80,E0_t_U,"t,U",0,0.0004528945387102,0.0009028528523513,0.0921466255418558,0.0033863243178173,0.000137553215737,0.0252254646274762,0.0106392175297751,0,-2.0878112481566804,-2.103825764650222,-0.1007728698055305,0.2528151093921111,-0.4601722614542372,2.8,0.6,10,0.0,0.0019036109484882324,0.0
