energy,state,E0,t,tdiag,J,J_diag,U,V,Vdiag,hop_hop,hop_hop2,hop_hop3,hop_hop4,hop_hop5,hop_hopdiag,hop_hopdiag2,hopdiag_hopdiag,hopdiag_hopdiag2,ni_hop,ni_hop2,ni_hop3,ni_hopdiag
-2.047014712229198,0,3.908039198301589,2.9680722588854613,0.0006658647660893173,0.7137797644261268,-2.861287059900626,0.24317183473323956,4.312163634095694,3.0886488184673477,0.23165744687513007,-0.3907832487758106,0.4561430304763936,0.22354623696254688,1.1600245936060487,-5.753974982646558,-0.007913328498879154,-0.01028248580785409,-0.5686647187283254,2.982134295017302,8.671159193602008,-0.46306435781144084,0.4547196339228582
-2.0339622011429457,1,3.908710988669893,2.7908393165726437,-0.005612675742530142,-0.8230961446267728,-3.250871997972731,0.2705091603692629,3.898788713915586,3.47793770889504,0.22761546453242854,1.6978949225344295,0.45555276031874226,0.22264286773564057,0.3846350724827717,-5.47791559928412,-0.00018735794496860123,-0.03638660323053139,-0.5185413753547194,2.777077323596231,8.2075757680641,-0.46269516785998843,0.4513053139464422
-1.9975719238439755,2,3.8966601090863344,1.8342855824352924,0.015496949423366005,-3.256598115483431,1.1572069181334648,0.20442725525716168,5.276015128405965,2.1193630936642958,0.2051545098820412,0.3081826543441103,-0.29469805134865723,0.7855046953391678,0.8406723295998717,-3.4301575746570716,-0.00040567468907349484,0.007649153297013314,-0.8778273093948232,1.7942117250132466,5.343824308140995,0.31108451085711575,-0.3091052420850622
-1.9888672165056993,3,3.8897551739849097,1.3140396247562904,0.013929183667910586,-3.6548912561554934,-0.23177685959127284,0.11922027076943609,5.444759828918068,2.0065269326394373,0.11797700502759181,0.019239417004641556,0.012242771652334736,-0.09752628654492089,-0.08527633992022443,-2.440851013525914,0.0009662400378380211,-0.00018245069851898846,0.19873868019119423,1.2639998929296994,3.7774778321730453,0.007801097688094388,0.012507804656107476
-1.9888659636206263,4,3.8897559512419115,1.3140138597628834,0.013859309058014791,-3.6549003222444183,-0.23176929147959002,0.11921546555354443,5.444771208771684,2.0065235371932237,0.11797273141743461,0.01937101375801957,0.012240053039422737,-0.09752332235588612,-0.08527412358648859,-2.4409806827198333,0.0009513666930379177,-0.0001822296789470308,0.1987315071751399,1.263961682721094,3.777425554835018,0.007598713197322471,0.01243589718498257
-1.9514038147021597,5,3.874471260058114,0.10078447531008558,-0.01937023417721467,-5.005887040177817,-2.5019751351842725,8.492046900203569e-13,5.005887040178724,2.501975135184357,6.516086118472569e-14,0.05157614202787043,-3.6716535856724014e-14,1.2619556544204018e-14,0.0006430261465363449,-0.26252317659822083,1.8007154962319716e-14,-4.939362348432166e-13,-0.0006430261466346679,3.431206393708703e-13,0.26252317659837754,-0.05157614202823545,5.2015062190949886e-14
-1.8750435219137451,6,3.8889154425592296,3.6997185213913557,0.021543993074614784,-1.5664770657128035,-1.3854334998926707,1.0801112080467954,3.786853610730311,2.7161084903654573,-0.5439273856997324,1.1159610662848847,2.5199279021212124,-0.5328726116794649,2.5154821610774905,-7.097638908285333,-0.03383662338046593,0.23795753910473874,-2.488529846767798,3.6884814313397625,10.788265063827446,1.102848889417348,-1.0679892788760712
-1.7752723499104806,7,3.8652775892218014,1.8593402247608746,-0.05072568405768775,-3.1667887218025568,-1.512306207613757,0.9381580683724843,4.444660748804943,2.1063316880974714,-0.5728396341898571,0.11878202154967601,0.02732796819064416,0.5563581450271591,-0.4996872132808886,-3.64225361913479,-0.05209756646187153,0.3280979841326669,1.0502953341407932,1.7486160207346955,5.441666165901817,-0.16140059995848713,-0.06068144518693673
-1.7752718942826402,8,3.8652686327618806,1.8593085833393517,-0.050538667144832516,-3.166740177851307,-1.5123353170607365,0.9381499914125232,4.444572407957705,2.1063912448096147,-0.5728756249720193,0.1184237206894958,0.027322712446336092,0.5563941143269129,-0.49971027796543666,-3.6422780892611506,-0.05183876683482909,0.3280603638466229,1.0503475149443358,1.748830265255925,5.441306438069565,-0.16085360214333974,-0.06049869718310752
-1.7709010085456092,9,3.845220362651858,1.9842610589503922,0.34648587002094033,-1.982314848418425,-0.7717240661976651,0.926807364110094,4.428944669952635,2.057244309792308,0.5360567443311716,-0.5114533635196107,0.0364154710277616,-0.4867865227106502,-1.4913607761056165,-3.3557787824547076,0.3481571043582854,-0.3381641203280168,0.982978466051105,1.6736010657006255,5.788155799240497,0.9150726872691823,0.3576547567476398
